Country.of.Origin,Species,Owner,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Cuper.Points
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,0.14,1,0,Green,2.0,7.42
Mexico,Arabica,marco virgilio ramirez teliz,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7,80.17,0.12,0,0,Green,12.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,0,0,Green,5.0,7.17
Brazil,Arabica,brayan cunha souza,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0.11,0,0,Green,5.0,7.08
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7,80.08,0.07,0,0,Green,0.0,7.0
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7,80.08,0.11,0,0,Green,0.0,7.0
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7,80.08,0.11,0,0,Green,0.0,7.0
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7,80.08,0.11,0,0,Green,0.0,7.0
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,80.08,0.15,0,0,None,0.0,7.08
Mexico,Arabica,federico pacheco perez,Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,80.08,0.14,1,0,Green,17.0,7.08
Nicaragua,Arabica,"comercial internacional exportadora, s.a.",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7,80.0,0.1,0,0,Green,5.0,7.0
Myanmar,Arabica,ngu shwe li,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,80.0,0.0,0,0,Green,4.0,6.92
Mexico,Arabica,kurt kappeli,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,80.0,0.0,0,0,Green,2.0,7.42
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7,80.0,0.11,0,0,Green,0.0,7.0
Mexico,Arabica,pablo enrique martinez gama,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,80.0,0.12,0,0,Green,9.0,7.25
Mexico,Arabica,semiramis casas velazquez,Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,80.0,0.11,0,0,Green,12.0,7.17
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7,79.92,0.11,1,0,Green,3.0,7.0
Mexico,Arabica,calixto guillen vazquez,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,79.92,0.12,0,0,Green,4.0,7.17
Mexico,Arabica,alejandro garcia palacios,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7,79.92,0.12,1,0,Green,7.0,7.0
Mexico,Arabica,montegrande,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,79.92,0.11,0,0,Green,3.0,7.33
Mexico,Arabica,pablo enrique martinez gama,Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,79.92,0.12,0,0,Green,6.0,7.25
Mexico,Arabica,jesus carlos cadena valdivia,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7,79.92,0.11,0,0,Green,0.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,0,0,Green,2.0,7.08
Nicaragua,Arabica,asociaciÃ³n aldea global jinotega,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,79.83,0.11,0,0,Green,0.0,7.17
Mexico,Arabica,sergio de la vequia bernardi,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,79.83,0.12,0,0,Green,3.0,6.83
United States (Hawaii),Arabica,kona pacific farmers cooperative,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,79.83,0.12,7,0,Blue-Green,10.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4,Green,1.0,7.25
Taiwan,Arabica,"lin, che-hao krude ???",Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7,79.75,0.1,0,0,Blue-Green,0.0,7.0
Costa Rica,Arabica,the coffee source inc.,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8,79.75,0.1,0,0,Bluish-Green,4.0,8.0
Mexico,Arabica,fredy gordillo reyes,Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,79.75,0.12,0,0,Green,4.0,6.67
Mexico,Arabica,leonides de la cruz lopez,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,79.75,0.13,0,0,Green,4.0,6.83
Mexico,Arabica,calixto guillen vazquez,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7,79.75,0.12,0,0,Green,5.0,7.0
Mexico,Arabica,israel eduardo paz garcia,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.75,0.14,0,0,None,0.0,6.92
Mexico,Arabica,alfredo bojalil,Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7,79.75,0.1,1,0,Green,22.0,7.0
Guatemala,Arabica,lusso lab,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,79.75,0.0,0,0,Green,4.0,7.67
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2,Green,1.0,7.25
El Salvador,Arabica,consejo salvadoreÃ±o del cafÃ©,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7,79.67,0.0,0,0,Bluish-Green,12.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7,79.67,0.11,0,0,Green,6.0,7.0
Mexico,Arabica,fredy gordillo reyes,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,79.67,0.12,0,0,Green,6.0,6.83
Mexico,Arabica,saul m. hernandez ramirez,Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,79.67,0.13,5,0,None,6.0,7.33
Mexico,Arabica,obed rendon ponce,Typica,Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,79.58,0.12,0,0,None,11.0,6.92
Mexico,Arabica,armando luis pohlenz martinez,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,79.58,0.13,0,0,Green,5.0,6.92
Nicaragua,Arabica,cooperativa el gorrion r.l,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7,79.5,0.12,0,0,Green,6.0,7.0
Colombia,Arabica,exportadora de cafe condor s.a,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,79.5,0.0,0,0,Green,2.0,7.5
Mexico,Arabica,armando luis pohlenz martinez,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7,79.5,0.12,1,0,Green,20.0,7.0
Mexico,Arabica,mario jose fernandez,Typica,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7,79.5,0.12,0,0,Bluish-Green,5.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0,Green,2.0,7.42
Guatemala,Arabica,juan luis alvarado romero,Other,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,79.42,0.1,1,0,Green,4.0,6.83
Mexico,Arabica,adriana torres rico quevedo,Typica,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,79.42,0.13,0,0,Green,30.0,6.83
Colombia,Arabica,the coffee source inc.,Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,79.33,0.0,0,0,Green,3.0,7.33
Mexico,Arabica,eric jesus cordoba arroyo,Typica,Washed / Wet,7.0,7,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,79.33,0.14,0,0,None,23.0,6.83
Mexico,Arabica,eric jesus cordoba arroyo,Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7,79.33,0.14,0,0,Green,19.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,7.17,79.33,0.11,0,0,Green,6.0,7.17
Taiwan,Arabica,"lin, che-hao krude ???",Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,79.25,0.11,0,0,Blue-Green,0.0,6.75
Mexico,Arabica,marco virgilio ramirez teliz,Bourbon,Washed / Wet,7.0,7,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,79.25,0.13,0,0,Green,10.0,6.92
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0,Green,0.0,7.42
Honduras,Arabica,janny marlith torres,Catuai,Washed / Wet,7.58,7,6.75,6.92,7.0,6.92,10.0,10.0,10.0,7,79.17,0.11,0,0,Green,5.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.08,7,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,0,8,Green,6.0,6.83
Guatemala,Arabica,juan luis alvarado romero,Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,0,0,Green,6.0,6.83
Costa Rica,Arabica,brent hall,Catuai,Washed / Wet,7.17,7.42,7.5,8.0,7.25,7.83,10.0,10.0,6.67,7.33,79.17,0.1,5,0,None,20.0,7.33
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,79.17,0.14,0,0,None,8.0,7.17
Mexico,Arabica,julio cesar robles flores,Typica,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.17,0.14,0,0,Green,34.0,6.92
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0,Green,1.0,7.67
United States (Puerto Rico),Arabica,german negron,Other,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,6.92,79.08,0.13,0,0,Green,0.0,6.92
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10.0,10.0,6.83,79.08,0.16,0,0,None,2.0,6.83
Mexico,Arabica,juana rodriguez gutierrez,Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,6.92,79.08,0.11,0,0,Green,45.0,6.92
Mexico,Arabica,balbino ramirez flores,Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,79.08,0.1,0,0,Bluish-Green,0.0,7.25
Guatemala,Arabica,juan luis alvarado romero,Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,6.58,79.0,0.12,0,0,Green,3.0,6.58
Honduras,Arabica,cafes finos de exportacion s de r.l.,Pacas,Washed / Wet,7.0,7,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7,79.0,0.11,0,0,Green,12.0,7.0
Mexico,Arabica,gonzalo de aquino flores,Mundo Novo,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,7,79.0,0.12,0,0,None,12.0,7.0
Mexico,Arabica,israel eduardo paz garcia,Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,7,79.0,0.14,3,0,Green,17.0,7.0
Mexico,Arabica,juan avenamar rodriguez funez,Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,79.0,0.14,7,0,Green,38.0,6.83
Mexico,Arabica,alfredo bojalil,Typica,Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10.0,10.0,7,78.92,0.12,0,0,Green,8.0,7.0
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.5,7,6.92,7.08,6.92,6.75,10.0,10.0,10.0,6.75,78.92,0.16,0,0,None,0.0,6.75
Nicaragua,Arabica,"exportadora atlantic, s.a.",Caturra,Other,7.17,7,6.92,7.0,7.0,7.0,10.0,10.0,10.0,6.75,78.83,0.1,0,2,Green,4.0,6.75
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,6.75,78.75,0.12,1,0,Green,8.0,6.75
Mexico,Arabica,octavio augusto diaz trejo,Typica,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,6.67,78.75,0.14,0,0,Green,0.0,6.67
Mexico,Arabica,damaso martinez perez,Typica,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,7,78.75,0.14,0,0,None,0.0,7.0
China,Arabica,adam ciruli ye,Typica,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,7.08,78.67,0.0,0,0,Green,5.0,7.08
Mexico,Arabica,juan garcia hernandez,Caturra,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,6.83,78.67,0.13,0,0,None,2.0,6.83
Guatemala,Arabica,juan luis alvarado romero,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,78.58,0.12,0,0,Green,3.0,7.17
Taiwan,Arabica,"lin, che-hao krude ???",Typica,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,6.67,78.58,0.1,0,0,Green,0.0,6.67
Mexico,Arabica,alfredo bojalil,Typica,Washed / Wet,7.0,7,6.75,7.33,6.92,6.92,10.0,10.0,10.0,6.67,78.58,0.13,0,0,Green,1.0,6.67
Mexico,Arabica,kurt kappeli,Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,7.17,78.5,0.0,0,0,Green,0.0,7.17
Mexico,Arabica,rosario miguel hernandez,Typica,Washed / Wet,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,6.83,78.5,0.12,0,0,None,14.0,6.83
Mexico,Arabica,francisco ruiz nunez,Caturra,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,6.92,78.5,0.13,1,0,Green,3.0,6.92
Brazil,Arabica,bourbon specialty coffees,Catuai,Natural / Dry,6.83,7,6.92,7.08,6.92,6.83,10.0,10.0,10.0,6.83,78.42,0.12,3,0,Green,4.0,6.83
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,7.17,78.42,0.14,0,0,None,0.0,7.17
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,7.83,78.33,0.1,0,0,Bluish-Green,0.0,7.83
Guatemala,Arabica,juan luis alvarado romero,Other,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,6.67,78.33,0.1,0,0,Green,2.0,6.67
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,78.33,0.11,1,0,Green,4.0,6.5
Mexico,Arabica,pablo cervantes morelos        ,Typica,Natural / Dry,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,7.75,78.33,0.13,31,0,Green,47.0,7.75
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,7,78.33,0.11,0,0,Green,9.0,7.0
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,Green,8.0,7.42
United States (Hawaii),Arabica,kona pacific farmers cooperative,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,7.25,78.25,0.11,4,0,Green,31.0,7.25
Mexico,Arabica,gustavo amieva gonzalez,Typica,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,6.75,78.08,0.11,0,0,Green,3.0,6.75
Taiwan,Arabica,"lin, che-hao krude ???",Yellow Bourbon,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,7.25,78.0,0.0,3,0,Green,4.0,7.25
Honduras,Arabica,cafes finos de exportacion s de r.l.,Pacas,Natural / Dry,6.83,7,6.67,7.0,7.0,6.83,10.0,10.0,10.0,6.67,78.0,0.11,2,0,Green,6.0,6.67
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8.0,8.67,9.33,7.33,78.0,0.12,2,0,Green,3.0,7.33
Guatemala,Arabica,juan luis alvarado romero,Other,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,7.25,78.0,0.1,1,0,Green,2.0,7.25
China,Arabica,samuel eli gurel,Typica,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,7.17,78.0,0.1,0,0,Green,28.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,6.67,78.0,0.11,3,0,Green,9.0,6.67
Mexico,Arabica,alejandro garcia palacios,Other,Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,7.08,78.0,0.12,2,0,Green,7.0,7.08
Costa Rica,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Caturra,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,77.92,0.12,2,0,Green,4.0,6.83
Mexico,Arabica,gustavo abarca solis,Typica,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,6.92,77.92,0.11,0,0,Green,3.0,6.92
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,7.17,77.92,0.11,0,0,Green,7.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,6.5,77.83,0.11,0,0,Green,2.0,6.5
Taiwan,Arabica,"lin, che-hao krude ???",Typica,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,6.67,77.67,0.11,0,0,Bluish-Green,0.0,6.67
Mexico,Arabica,stephany escamilla femat,Typica,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,6.67,77.5,0.13,0,0,Green,3.0,6.67
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,6.17,77.42,0.11,2,0,Green,15.0,6.17
Brazil,Arabica,ipanema coffees,Bourbon,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,7,77.33,0.0,0,0,Green,3.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Other,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,Green,2.0,6.67
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.33,7,6.67,7.0,6.92,6.92,9.33,9.33,10.0,6.83,77.33,0.15,4,0,None,5.0,6.83
Mexico,Arabica,alejandro garcia palacios,Other,Washed / Wet,7.08,7,7.0,7.25,7.33,7.25,8.67,8.67,10.0,6.92,77.17,0.12,1,0,Green,11.0,6.92
Peru,Arabica,andrew bowman,Caturra,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77.0,0.0,7,0,Green,9.0,7.67
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10.0,10.0,10.0,6.5,76.5,0.12,0,0,None,4.0,6.5
Mexico,Arabica,homero antonio de anda andrade,Typica,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,76.42,0.13,0,0,Green,14.0,6.58
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,Green,8.0,7.0
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0.0,0,0,Green,0.0,7.08
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.42,7,6.83,7.08,6.92,6.83,7.33,10.0,10.0,6.75,76.17,0.16,2,0,None,4.0,6.75
Indonesia,Arabica,william ho,Other,Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10.0,9.33,6.67,76.17,0.12,4,0,None,26.0,6.67
Mexico,Arabica,guillermo eduardo bobadilla muguira,Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,76.08,0.12,0,0,Green,12.0,6.58
Honduras,Arabica,cafes finos de exportacion s de r.l.,Pacas,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7,76.0,0.11,0,0,Green,7.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,6.83,75.58,0.11,0,0,Green,15.0,6.83
Mexico,Arabica,juana rodriguez gutierrez,Pacamara,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,6.83,75.5,0.11,4,0,Green,20.0,6.83
Mexico,Arabica,francisco hernandez lorenzo,Mundo Novo,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,75.17,0.11,0,0,Green,20.0,6.58
Mexico,Arabica,martin jimenez casiano,Typica,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,6.75,75.17,0.13,23,0,Bluish-Green,29.0,6.75
Mexico,Arabica,"grupo juvenil magtayani, ac",Typica,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,6.75,75.0,0.14,15,0,Green,7.0,6.75
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,6.42,74.92,0.17,0,0,None,6.0,6.42
Mexico,Arabica,pablo enrique martinez gama,Typica,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,7,74.83,0.12,0,0,Green,30.0,7.0
Mexico,Arabica,nestor mendez gomez,Typica,Washed / Wet,7.08,7,6.83,7.5,7.33,6.83,8.0,7.33,10.0,6.75,74.67,0.12,0,0,Green,7.0,6.75
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,7.33,74.42,0.0,1,0,Blue-Green,2.0,7.33
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,6,74.33,0.11,1,0,Green,1.0,6.0
Mexico,Arabica,jorge octavio escamilla prado,Typica,Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,74.33,0.14,3,0,Green,11.0,6.67
Mexico,Arabica,myrna roxana galvez gonzalez,Typica,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,6.5,74.0,0.13,0,0,None,27.0,6.5
Mexico,Arabica,eugene holman pew,Typica,Washed / Wet,7.67,7,7.17,7.58,7.33,7.33,10.0,2.67,10.0,7.08,73.83,0.12,0,0,Green,19.0,7.08
Honduras,Arabica,cafes finos de exportacion s de r.l.,Pacas,Washed / Wet,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,73.42,0.11,1,0,Green,16.0,7.08
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11,5,0,Green,9.0,6.92
Costa Rica,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Caturra,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,71.75,0.11,0,0,Green,7.0,6.25
Mexico,Arabica,jose armando norberto borzani lemini,Mundo Novo,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,71.08,0.12,4,0,Green,24.0,6.58
Mexico,Arabica,ricardo aaron sampieri marini,Bourbon,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,6.42,71.0,0.11,0,0,Green,0.0,6.42
